protein_annotation	regex_label	manual_label	label_id
Type IV pilus secretin PilQ/predicted competence protein	proper	proper	2
Phage terminase small subuni	proper	proper	2
Putative Site-specific DNA-methyltransferase (Adenine-specific)	proper	proper	2
TSA: Wollemia nobilis Ref_Wollemi_Transcript_25411_1370 transcribed RNA sequence	proper	uninformative	0
Pif1 protein	proper	proper	2
Uncharacterized HTH-type transcriptional regulator SACOL2360	proper	uninformative	0
IS1 encoded protein	proper	proper	2
Zinc finger CCCH domain-containing protein 14	proper	proper	2
SFRICE_029225	proper	uninformative	0
NEDD4-binding protein 2-like isoform X2	proper	proper	2
Caudovirus prohead serine protease	proper	proper	2
UPF0200 protein GX638_13960	proper	low	1
Kelch repeat and K+ channel tetramerization domain containing protein	proper	proper	2
Intron-encoded endonuclease protein	proper	proper	2
MHYT domain-containing protein, NO-binding membrane sensor	proper	proper	2
ParB partition protein	proper	proper	2
ParB domain-containing protein	proper	proper	2
Single-strand binding protein family protein	proper	proper	2
Prophage pi1 protein 03	proper	uninformative	0
RNA ligase-domain-containing protein	proper	proper	2
Bis(5'-nucleosyl)-tetraphosphatase, symmetrical	proper	proper	2
LysB family phage lysis regulatory protein	proper	proper	2
Helicase/SNF2 domain-containing protein	proper	proper	2
DNA circulation family protein	proper	proper	2
Spfh domain / band 7 family, putative	proper	proper	2
Marine sediment metagenome DNA	proper	uninformative	0
DNA polymerase III, subunit gamma and tau	proper	proper	2
Methylated-DNA--[protein]-cysteine S-methyltransferase	proper	proper	2
Proteasome subunit beta type-11-like	proper	proper	2
Two pore domain potassium channel family protein	proper	proper	2
NADPH-dependent 7-cyano-7-deazaguanine reductase QueF	proper	proper	2
Response regulator of the LytR/AlgR family	proper	proper	2
Ribonucleotide reductase subunit	proper	proper	2
Uncharacterized protein Tpau_2998	uninformative	uninformative	0
Parallel beta helix pectate lyase-like protein	proper	proper	2
Short chain dehydrogenase/reductase family oxidoreductase	proper	proper	2
Aminopeptidase N	proper	proper	2
LOW QUALITY PROTEIN: tRNA (Cytosine(38)-C(5))-methyltransferase	proper	proper	2
peptide chain release factor PrfB1, chloroplastic-like isoform X1	proper	proper	2
DUF2163 domain-containing protein	low informative	low	1
NEQ329	proper	uninformative	0
Procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3	proper	proper	2
DNA repair protein RecA mitochondrial-like	proper	proper	2
ATP-dependent zinc metalloprotease FtsH 1	proper	proper	2
Protein containing phage integrase catalytic core domain	proper	proper	2
Type II secretion system pilot lipoprotein GspS-beta	proper	proper	2
Galactose oxidase/kelch repeat superfamily protein	proper	proper	2
Tyrosine recombinase xerC 2	proper	proper	2
Radical SAM methyltransferase, RlmN-like	proper	proper	2
uncharacterized protein LOC101510617 isoform X1	proper	uninformative	0
DNA-binding transcriptional regulator, XRE-family HTH domain	proper	proper	2
dnaJ protein homolog 2-like	proper	proper	2
NEQ500	proper	uninformative	0
C887	proper	uninformative	0
Putative chitinase 3	proper	proper	2
Phage virion morphogeneis protein	proper	proper	2
PUB2 protein	proper	proper	2
Thymidylate synthase	proper	proper	2
Asparagine synthase	proper	proper	2
Phage tail family protein	proper	proper	2
HBL275Wp	proper	uninformative	0
DEDDh family exonuclease	proper	proper	2
Phage-like element PBSX protein XkdC	proper	proper	2
p-loop containing nucleoside triphosphate hydrolase	proper	proper	2
uncharacterized protein LOC108858997	uninformative	uninformative	0
SNF2 family helicase	proper	proper	2
Rad51 DNA recombinase 3	proper	proper	2
Molybdenum cofactor biosynthesis protein A	proper	proper	2
Cell division control protein 48 homolog D	proper	proper	2
Putative exodeoxyribonuclease VIII	proper	proper	2
F-box/kelch-repeat protein At1g15670-like	proper	proper	2
Phage T4 tail fibre	proper	proper	2
Putative Phage tail sheath protein	proper	proper	2
Sensory transduction protein LytT	proper	proper	2
Kelch-like 2	proper	proper	2
NADH:flavorubredoxin oxidoreductase	proper	proper	2
Putative Chitinase	proper	proper	2
CLUMA_CG015213, isoform A	proper	uninformative	0
von Willebrand factor A [Nocardia brasiliensis ATCC]	proper	proper	2
Unplaced genomic scaffold scaffold_17, whole genome shotgun sequence	uninformative	uninformative	0
kelch-like protein 11	proper	proper	2
Topoisomerase-like DNA binding C4 zinc finger protein	proper	proper	2
NAD-dependent nucleoside diphosphate-sugar epimerase-dehydratase protein	proper	proper	2
RadC-like JAB domain-containing protein	proper	proper	2
Calcium-activated chloride channel family member 4	proper	proper	2
Hemicentin-1	proper	proper	2
FlgD_ig domain-containing protein	proper	proper	2
Riboflavin biosynthesis pyrimidine reductase	proper	proper	2
Sle1_029 protein	proper	uninformative	0
Bacteriophage replication protein O	proper	proper	2
HSP20 family heat shock protein	proper	proper	2
Similar to S.cerevisiae protein ZTA1 (NADPH-dependent quinone reductase)	proper	proper	2
nicotinamide phosphoribosyltransferase isoform X2	proper	proper	2
Transamidase GatB domain protein	proper	proper	2
Portal vertex protein	proper	proper	2
SNF2 domain-containing protein CLASSY 3	proper	proper	2
NadR transcriptional regulator / Nicotinamide-nucleotide adenylyltransferase	proper	proper	2
von Willebrand factor A domain-containing protein 8-like	proper	proper	2
Phosphopantetheine-binding protein	proper	proper	2
Conserved hypothetical phage tail protein	proper	proper	2
M28 family peptidase	proper	proper	2
DNA primase, phage associated P4-type	proper	proper	2
Helicase, SNF2 family	proper	proper	2
Queuosine Biosynthesis QueE Radical SAM	proper	proper	2
Peptidoglycan-specific endopeptidase, M23 family	proper	proper	2
(d)CMP kinase	proper	proper	2
KLHL12	proper	proper	2
Prophage LambdaBa02 protein	proper	proper	2
Putative radical SAM domain-containing transcription regulator TrmB	proper	proper	2
Os07g0598300 protein	proper	uninformative	0
Phage tail tape measure protein, lambda family	proper	proper	2
Putative tail assembly protein	proper	proper	2
Tail fiber assembly like-protein	proper	proper	2
Thymidine kinase	proper	proper	2
Kelch-like protein 2	proper	proper	2
Chromosome undetermined SCAF15099, whole genome shotgun sequence	uninformative	uninformative	0
Major tail subunit encoded within prophage CP-933V	proper	proper	2
TonB-dependent receptor	proper	proper	2
Ubiquitin-activating enzyme E1 1-like isoform X1	proper	proper	2
Cyclic di-GMP phosphodiesterase YfgF	proper	proper	2
Uncharacterized lipoprotein YddW, UPF0748 family	proper	low	1
Kelch repeat and BTB domain-containing protein 6	proper	proper	2
ParB-like nuclease	proper	proper	2
CP4-57 family phage integrase	proper	proper	2
Macro domain, possibly ADP-ribose binding module	proper	proper	2
LPXTG-motif cell wall anchor domain protein	proper	proper	2
matrilin-4	proper	proper	2
DEAD/DEAH RNA helicase	proper	proper	2
Putative tail collar protein	proper	proper	2
BRO	proper	proper	2
SWF/SNF helicase family protein	proper	proper	2
Putative deaminase	proper	proper	2
Putative carcinoembryonic antigen-related cell adhesion molecule 1	proper	proper	2
Peptidyl-tRNA hydrolase, PTH2 family	proper	proper	2
actin-binding protein IPP isoform X4	proper	proper	2
ATP-dependent RNA helicase DbpA	proper	proper	2
Putative comE operon protein 2	proper	proper	2
Arc/MetJ family transcription regulator	proper	proper	2
2,5-diamino-6-ribosylamino-4(3H)-pyrimidinone 5'-phosphate reductase	proper	proper	2
Kelch repeat and BTB domain-containing protein 2	proper	proper	2
Putative Oxidoreductase	proper	proper	2
Discoidin/Ig-like domain protein	proper	proper	2
Hydroquinone glucosyltransferase-like	proper	proper	2
Kelch domain containing protein	proper	proper	2
Alcohol dehydrogenase-like protein	proper	proper	2
Ser Thr phosphatase family protein	proper	proper	2
Interferon-induced GTP-binding protein Mx2	proper	proper	2
RNA-splicing ligase RtcB	proper	proper	2
Aminotransferase class III-fold pyridoxal phosphate-dependent enzyme	proper	proper	2
PF11863 family protein	proper	low	1
Kelch domain-containing protein STK_09390	proper	proper	2
Gamma-glutamyl-GABA hydrolase	proper	proper	2
Phage tail sheath gpL-like	proper	proper	2
Type I restriction enzyme EcoKI subunit R	proper	proper	2
ATP-dependent protease peptidase subunit	proper	proper	2
Replication initiator protein	proper	proper	2
FAD-dependent oxidoreductase	proper	proper	2
Transcriptional regulator ChbR	proper	proper	2
DUF2201_N domain-containing protein	low informative	low	1
Nudix (nucleoside diphosphate-linked moiety X)-type motif 1	proper	proper	2
GatB/Yqey family protein	proper	proper	2
Methyltransferase domain	proper	proper	2
GIY-YIG catalytic domain-containing protein	proper	proper	2
Phage phiSLT minor tail protein	proper	proper	2
DNA/RNA helicase	proper	proper	2
Calcineurin-like phosphoesterase domain-containing protein	proper	proper	2
KLH33 protein	proper	proper	2
GTP pyrophosphokinase (P)ppGpp synthetase I	proper	proper	2
Host cell factor C1a	proper	proper	2
Small subunit (Nu1-like protein) of DNA packaging dimer	proper	proper	2
Prophage LambdaCh01, coat protein	proper	proper	2
Dual specificity phosphatase, catalytic domain	proper	proper	2
Predicted ribonuclease YlaK, contains NYN-type RNase and PhoH-family ATPase domains	proper	proper	2
Transcription regulator	proper	proper	2
Prohead core protein	proper	proper	2
SdaC, Amino acid permease	proper	proper	2
ATP-dependent Clp protease adaptor protein ClpS-domain-containing protein	proper	proper	2
Sensory box/GGDEF family protein	proper	proper	2
Transcriptional regulatory protein YpdB	proper	proper	2
LAGLDADG endonuclease	proper	proper	2
Polynucleotide kinase polynucleotide ligase	proper	proper	2
ISL3-like element ISP1 family transposase	proper	proper	2
Protein ninB	proper	proper	2
kelch-like protein 26	proper	proper	2
Putative Oxidoreductase domain-containing protein	proper	proper	2
Replication initiation and membrane attachment protein	proper	proper	2
Probable bacteriophage protein STY1048	proper	uninformative	0
Beta-barrel assembly machine subunit BamC	proper	proper	2
Lymphocyte-specific helicase-like	proper	proper	2
(Mediterranean fruit fly) hypothetical protein	uninformative	uninformative	0
attractin-like	proper	proper	2
Polymerase III, alpha subunit protein	proper	proper	2
Contig53, whole genome shotgun sequence	uninformative	uninformative	0
Putative SNF-family helicase	proper	proper	2
Putative gene 66 protein	proper	uninformative	0
Recombination protein Rad52	proper	proper	2
Cupin 2 conserved barrel domain protein	proper	proper	2
Spore cortex-lytic enzyme prepeptide	proper	proper	2
Sugar dehydrogenase	proper	proper	2
Lysozyme domain protein	proper	proper	2
Clamp loader large subunit	proper	proper	2
GalNAc(5)-diNAcBac-PP-undecaprenol beta-1,3-glucosyltransferase	proper	proper	2
Nucleotidyl transferase	proper	proper	2
DUF4856 domain-containing protein	low informative	low	1
DNA repair protein Rhp26/Rad26, putative	proper	proper	2
rab9 effector protein with kelch motifs	proper	proper	2
Aspartyl/asparaginy/proline hydroxylase	proper	proper	2
Ribosomal protein S18 acetylase RimI	proper	proper	2
KpsF/GutQ family protein, arabinose-5-phosphate isomerase	proper	proper	2
Putative DNA replication protein	proper	proper	2
Aspartate beta-hydroxylase domain-containing protein 2-like	proper	proper	2
Blast:Kelch domain-containing protein 10 homolog	proper	proper	2
Putative endonucleases	proper	proper	2
DCD protein	proper	proper	2
Uncharacterized protein ybjS	uninformative	uninformative	0
TRAP transporter	proper	proper	2
VRR-NUC domain	proper	proper	2
Ggdef family protein	proper	proper	2
YqeY family protein	proper	proper	2
UPF0150 protein ssr1765	proper	low	1
Ribonucleotide reductase M2 b	proper	proper	2
Kelch-like 13	proper	proper	2
Bromo domain-containing protein	proper	proper	2
Host specificity protein J	proper	proper	2
Putative phage primase	proper	proper	2
Calicin	proper	proper	2
Non-LTR retroelement reverse transcriptase-like	proper	proper	2
IclR helix-turn-helix domain protein 7	proper	proper	2
7-cyano-7-deazaguanine reductase	proper	proper	2
Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	proper	proper	2
Thymidylate synthase THY1	proper	proper	2
dUMP phosphatase	proper	proper	2
Rubredoxin reductase	proper	proper	2
Glycosyltransferase, group 1 family protein	proper	proper	2
Glucose-1-phosphate thymidylyltransferase	proper	proper	2
TM0106 family RecB-like putative nuclease	proper	proper	2
BON domain-containing protein	proper	proper	2
Gene Transfer Agent FAD/FMN-containing dehydrogenase	proper	proper	2
UPF0311 protein NCTC13443_00457	proper	low	1
uncharacterized protein LOC104596878 isoform X1	proper	uninformative	0
Bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate synthase	proper	proper	2
BMA-HUS-1	proper	proper	2
Sporulation regulator WhiA	proper	proper	2
Multifunctional CCA protein	proper	proper	2
Adenine DNA glycosylase	proper	proper	2
Tail fiber assembly protein, putative	proper	proper	2
GTP cyclohydrolase	proper	proper	2
Serine/threonine-protein kinase PknD	proper	proper	2
Putative Helicase with SNF2 domain	proper	proper	2
DNA-binding helix-turn-helix protein	proper	proper	2
Cytochrome P450	proper	proper	2
UmuD protein	proper	proper	2
Kelch motif/HYR domain protein	proper	proper	2
Maltogenic Amylase, C-terminal domain	proper	proper	2
mRNA interferase toxin of the YafO-YafN toxin-antitoxin system	proper	proper	2
Nucleoid-associated protein NdpA	proper	proper	2
Uncharacterized protein YhfF	uninformative	uninformative	0
GroES-like protein	proper	proper	2
Peptidase C39 family protein	proper	proper	2
Putative deoxycytidine triphosphate deaminase	proper	proper	2
Protein containing cell adhesion domain	proper	proper	2
AraC family transcriptional regulator, cell operon repressor	proper	proper	2
Uncoupling protein	proper	proper	2
kelch domain-containing protein 8A-like	proper	proper	2
YME1 metalloprotease	proper	proper	2
